relationship_id	Interpro_Acc	Interpro_Name	Interpro_Short_Name	Interpro_Type	DGIDB_Human_Readable	Uniprot_Acc	Uniprot_Id	Uniprot_Protein_Name	Uniprot_Gene_Name	Uniprot_Evidence	Uniprot_Status	Entrez_Id	Ensembl_Id
P12236_IPR002113	IPR002113	Adenine nucleotide translocator 1	Aden_trnslctor	Family	N/A	P12236	ADT3_HUMAN	ADP/ATP translocase 3	SLC25A6	1: Evidence at protein level	Swiss-Prot	293	ENSG00000169100
Q86V86_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q86V86	PIM3_HUMAN	Serine/threonine-protein kinase pim-3	PIM3	1: Evidence at protein level	Swiss-Prot	415116	ENSG00000198355
P43681_IPR006201	IPR006201	Neurotransmitter-gated ion-channel	Neur_channel	Family	Ion Channel	P43681	ACHA4_HUMAN	Neuronal acetylcholine receptor subunit alpha-4	CHRNA4	1: Evidence at protein level	Swiss-Prot	1137	ENSG00000101204
A0AV02_IPR004841	IPR004841	Amino acid permease domain	AA-permease_dom	Domain	N/A	A0AV02	S12A8_HUMAN	Solute carrier family 12 member 8	SLC12A8	2: Evidence at transcript level	Swiss-Prot	84561	ENSG00000221955
Q8NGJ2_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGJ2	O52H1_HUMAN	Olfactory receptor 52H1	OR52H1	2: Evidence at transcript level	Swiss-Prot	390067	ENSG00000181616
Q8NGN0_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGN0	OR4D5_HUMAN	Olfactory receptor 4D5	OR4D5	2: Evidence at transcript level	Swiss-Prot	219875	ENSG00000171014
Q14142_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q14142	TRI14_HUMAN	Tripartite motif-containing protein 14	TRIM14	2: Evidence at transcript level	Swiss-Prot	9830	ENSG00000106785
Q9NPB9_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9NPB9	CCRL1_HUMAN	C-C chemokine receptor type 11	CCRL1	1: Evidence at protein level	Swiss-Prot	51554	ENSG00000129048
Q15077_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q15077	P2RY6_HUMAN	P2Y purinoceptor 6	P2RY6	1: Evidence at protein level	Swiss-Prot	5031	ENSG00000171631
P28566_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P28566	5HT1E_HUMAN	5-hydroxytryptamine receptor 1E	HTR1E	2: Evidence at transcript level	Swiss-Prot	3354	ENSG00000168830
P00480_IPR006132	IPR006132	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding	Asp/Orn_carbamoyltranf_P-bd	Domain	N/A	P00480	OTC_HUMAN	Ornithine carbamoyltransferase, mitochondrial	OTC	1: Evidence at protein level	Swiss-Prot	5009	ENSG00000036473
Q15831_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q15831	STK11_HUMAN	Serine/threonine-protein kinase STK11	STK11	1: Evidence at protein level	Swiss-Prot	6794	ENSG00000118046
O14581_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	O14581	OR7AH_HUMAN	Olfactory receptor 7A17	OR7A17	2: Evidence at transcript level	Swiss-Prot	26333	ENSG00000185385
Q07864_IPR006133	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain	DNA-dir_DNA_pol_B_exonuc	Domain	Dna Directed Dna Polymerase	Q07864	DPOE1_HUMAN	DNA polymerase epsilon catalytic subunit A	POLE	1: Evidence at protein level	Swiss-Prot	5426	ENSG00000177084
P51649_IPR015590	IPR015590	Aldehyde dehydrogenase domain	Aldehyde_DH_dom	Domain	N/A	P51649	SSDH_HUMAN	Succinate-semialdehyde dehydrogenase, mitochondrial	ALDH5A1	1: Evidence at protein level	Swiss-Prot	7915	ENSG00000112294
Q02509_IPR001211	IPR001211	Phospholipase A2, eukaryotic	PLipase_A2_euk	Family	Phospholipase	Q02509	OC90_HUMAN	Otoconin-90	OC90	2: Evidence at transcript level	Swiss-Prot	729330	ENSG00000253117
O95264_IPR006201	IPR006201	Neurotransmitter-gated ion-channel	Neur_channel	Family	Ion Channel	O95264	5HT3B_HUMAN	5-hydroxytryptamine receptor 3B	HTR3B	1: Evidence at protein level	Swiss-Prot	9177	ENSG00000149305
Q2L4Q9_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	Q2L4Q9	PRS53_HUMAN	Serine protease 53	PRSS53	2: Evidence at transcript level	Swiss-Prot	339105	ENSG00000151006
Q16539_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q16539	MK14_HUMAN	Mitogen-activated protein kinase 14	MAPK14	1: Evidence at protein level	Swiss-Prot	1432	ENSG00000112062
P53634_IPR000169	IPR000169	Cysteine peptidase, cysteine active site	Pept_cys_AS	Active_site	Protease	P53634	CATC_HUMAN	Dipeptidyl peptidase 1 light chain	CTSC	1: Evidence at protein level	Swiss-Prot	1075	ENSG00000109861
Q96RR4_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q96RR4	KKCC2_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 2	CAMKK2	1: Evidence at protein level	Swiss-Prot	10645	ENSG00000110931
Q9BVJ7_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q9BVJ7	DUS23_HUMAN	Dual specificity protein phosphatase 23	DUSP23	1: Evidence at protein level	Swiss-Prot	54935	ENSG00000158716
Q16762_IPR001763	IPR001763	Rhodanese-like domain	Rhodanese-like_dom	Domain	N/A	Q16762	THTR_HUMAN	Thiosulfate sulfurtransferase	TST	1: Evidence at protein level	Swiss-Prot	7263	ENSG00000128311
Q13627_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q13627	DYR1A_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 1A	DYRK1A	1: Evidence at protein level	Swiss-Prot	1859	ENSG00000157540
Q5W111_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q5W111	SPRY7_HUMAN	SPRY domain-containing protein 7	SPRYD7	1: Evidence at protein level	Swiss-Prot	57213	ENSG00000123178
Q9UBE8_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9UBE8	NLK_HUMAN	Serine/threonine-protein kinase NLK	NLK	1: Evidence at protein level	Swiss-Prot	51701	ENSG00000087095
Q8NH18_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NH18	OR5J2_HUMAN	Olfactory receptor 5J2	OR5J2	2: Evidence at transcript level	Swiss-Prot	282775	ENSG00000174957
Q86WT6_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q86WT6	TRI69_HUMAN	Tripartite motif-containing protein 69	TRIM69	2: Evidence at transcript level	Swiss-Prot	140691	ENSG00000185880
Q8IZF5_IPR000832	IPR000832	GPCR, family 2, secretin-like	GPCR_2_secretin-like	Family	G Protein Coupled Receptor	Q8IZF5	GP113_HUMAN	Probable G-protein coupled receptor 113	GPR113	2: Evidence at transcript level	Swiss-Prot	165082	ENSG00000173567
P34969_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P34969	5HT7R_HUMAN	5-hydroxytryptamine receptor 7	HTR7	1: Evidence at protein level	Swiss-Prot	3363	ENSG00000148680
Q8NGR8_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGR8	OR1L8_HUMAN	Olfactory receptor 1L8	OR1L8	2: Evidence at transcript level	Swiss-Prot	138881	ENSG00000171496
Q8NGR6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGR6	OR1B1_HUMAN	Olfactory receptor 1B1	OR1B1	2: Evidence at transcript level	Swiss-Prot	347169	ENSG00000171484
P49146_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P49146	NPY2R_HUMAN	Neuropeptide Y receptor type 2	NPY2R	2: Evidence at transcript level	Swiss-Prot	4887	ENSG00000185149
P51793_IPR001807	IPR001807	Chloride channel, voltage gated	Cl-channel_volt-gated	Family	Ion Channel	P51793	CLCN4_HUMAN	H(+)/Cl(-) exchange transporter 4	CLCN4	1: Evidence at protein level	Swiss-Prot	1183	ENSG00000073464
Q96RC9_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q96RC9	OR8B4_HUMAN	Olfactory receptor 8B4	OR8B4	2: Evidence at transcript level	Swiss-Prot	283162	ENSG00000198657
Q15835_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q15835	RK_HUMAN	Rhodopsin kinase	GRK1	1: Evidence at protein level	Swiss-Prot	6011	ENSG00000185974
Q8IZL9_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q8IZL9	CDK20_HUMAN	Cyclin-dependent kinase 20	CDK20	1: Evidence at protein level	Swiss-Prot	23552	ENSG00000156345
Q8NGX3_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGX3	O10T2_HUMAN	Olfactory receptor 10T2	OR10T2	2: Evidence at transcript level	Swiss-Prot	128360	ENSG00000186306
P08311_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P08311	CATG_HUMAN	Cathepsin G	CTSG	1: Evidence at protein level	Swiss-Prot	1511	ENSG00000100448
Q05655_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q05655	KPCD_HUMAN	Protein kinase C delta type	PRKCD	1: Evidence at protein level	Swiss-Prot	5580	ENSG00000163932
O94851_IPR003042	IPR003042	Aromatic-ring hydroxylase-like	Rng_hydrolase-like	Domain	N/A	O94851	MICA2_HUMAN	Protein-methionine sulfoxide oxidase MICAL2	MICAL2	1: Evidence at protein level	Swiss-Prot	9645	ENSG00000133816
P41145_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P41145	OPRK_HUMAN	Kappa-type opioid receptor	OPRK1	1: Evidence at protein level	Swiss-Prot	4986	ENSG00000082556
Q99705_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q99705	MCHR1_HUMAN	Melanin-concentrating hormone receptor 1	MCHR1	1: Evidence at protein level	Swiss-Prot	2847	ENSG00000128285
Q96R69_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q96R69	OR4F4_HUMAN	Olfactory receptor 4F4	OR4F4	2: Evidence at transcript level	Swiss-Prot	26682	ENSG00000177693
O95831_IPR001327	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain	Pyr_OxRdtase_NAD-bd_dom	Domain	N/A	O95831	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial	AIFM1	1: Evidence at protein level	Swiss-Prot	9131	ENSG00000156709
Q00532_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q00532	CDKL1_HUMAN	Cyclin-dependent kinase-like 1	CDKL1	1: Evidence at protein level	Swiss-Prot	8814	ENSG00000100490
O60403_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	O60403	O10H2_HUMAN	Olfactory receptor 10H2	OR10H2	2: Evidence at transcript level	Swiss-Prot	26538	ENSG00000171942
P46734_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P46734	MP2K3_HUMAN	Dual specificity mitogen-activated protein kinase kinase 3	MAP2K3	1: Evidence at protein level	Swiss-Prot	5606	ENSG00000034152
P06858_IPR000734	IPR000734	Lipase	Lipase	Family	Lipase	P06858	LIPL_HUMAN	Lipoprotein lipase	LPL	1: Evidence at protein level	Swiss-Prot	4023	ENSG00000175445
Q8NGZ4_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGZ4	OR2G3_HUMAN	Olfactory receptor 2G3	OR2G3	2: Evidence at transcript level	Swiss-Prot	81469	ENSG00000177476
A8MTL9_IPR000215	IPR000215	Serpin family	Serpin_fam	Family	Protease Inhibitor	A8MTL9	HMSD_HUMAN	Serpin-like protein HMSD	HMSD	2: Evidence at transcript level	Swiss-Prot	284293	ENSG00000221887
P00491_IPR001369	IPR001369	Purine phosphorylase, family 2	Purine_phosphorylase-2	Family	N/A	P00491	PNPH_HUMAN	Purine nucleoside phosphorylase	PNP	1: Evidence at protein level	Swiss-Prot	4860	ENSG00000198805
Q93084_IPR006068	IPR006068	ATPase, P-type cation-transporter, C-terminal	ATPase_P-typ_cation-transptr_C	Domain	Transporter 	Q93084	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	ATP2A3	1: Evidence at protein level	Swiss-Prot	489	ENSG00000074370
P19526_IPR002516	IPR002516	Glycosyl transferase, family 11	Glyco_trans_11	Family	N/A	P19526	FUT1_HUMAN	Galactoside 2-alpha-L-fucosyltransferase 1	FUT1	2: Evidence at transcript level	Swiss-Prot	2523	ENSG00000174951
Q86YW0_IPR001192	IPR001192	Phosphoinositide phospholipase C	Pinositol_PLipase_C	Family	Phospholipase	Q86YW0	PLCZ1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1	PLCZ1	2: Evidence at transcript level	Swiss-Prot	89869	ENSG00000139151
Q9UJV3_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q9UJV3	TRIM1_HUMAN	Probable E3 ubiquitin-protein ligase MID2	MID2	1: Evidence at protein level	Swiss-Prot	11043	ENSG00000080561
P11712_IPR001128	IPR001128	Cytochrome P450	Cyt_P450	Family	Cytochrome P450	P11712	CP2C9_HUMAN	Cytochrome P450 2C9	CYP2C9	1: Evidence at protein level	Swiss-Prot	1559	ENSG00000138109
P08235_IPR000536	IPR000536	Nuclear hormone receptor, ligand-binding, core	Nucl_hrmn_rcpt_lig-bd_core	Domain	Nuclear Hormone Receptor	P08235	MCR_HUMAN	Mineralocorticoid receptor	NR3C2	1: Evidence at protein level	Swiss-Prot	4306	ENSG00000151623
Q9C035_IPR001870	IPR001870	B30.2/SPRY domain	B30.2/SPRY	Domain	B30.2/SPRY domain	Q9C035	TRIM5_HUMAN	Tripartite motif-containing protein 5	TRIM5	1: Evidence at protein level	Swiss-Prot	85363	ENSG00000132256
P24158_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	P24158	PRTN3_HUMAN	Myeloblastin	PRTN3	1: Evidence at protein level	Swiss-Prot	5657	ENSG00000196415
Q8NGK9_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGK9	OR5DG_HUMAN	Olfactory receptor 5D16	OR5D16	2: Evidence at transcript level	Swiss-Prot	390144	ENSG00000205029
Q8TCB6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8TCB6	O51E1_HUMAN	Olfactory receptor 51E1	OR51E1	2: Evidence at transcript level	Swiss-Prot	143503	ENSG00000180785
Q9NR21_IPR012317	IPR012317	Poly(ADP-ribose) polymerase, catalytic domain	Poly(ADP-ribose)pol_cat_dom	Domain	N/A	Q9NR21	PAR11_HUMAN	Poly [ADP-ribose] polymerase 11	PARP11	1: Evidence at protein level	Swiss-Prot	57097	ENSG00000111224
P07333_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P07333	CSF1R_HUMAN	Macrophage colony-stimulating factor 1 receptor	CSF1R	1: Evidence at protein level	Swiss-Prot	1436	ENSG00000182578
Q8NGF3_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGF3	O51D1_HUMAN	Olfactory receptor 51D1	OR51D1	2: Evidence at transcript level	Swiss-Prot	390038	ENSG00000197428
Q8N3A8_IPR012317	IPR012317	Poly(ADP-ribose) polymerase, catalytic domain	Poly(ADP-ribose)pol_cat_dom	Domain	N/A	Q8N3A8	PARP8_HUMAN	Poly [ADP-ribose] polymerase 8	PARP8	1: Evidence at protein level	Swiss-Prot	79668	ENSG00000151883
Q9ULZ9_IPR006026	IPR006026	Peptidase, metallopeptidase	Peptidase_Metallo	Domain	Protease	Q9ULZ9	MMP17_HUMAN	Matrix metalloproteinase-17	MMP17	1: Evidence at protein level	Swiss-Prot	4326	ENSG00000198598
P58173_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P58173	OR2B6_HUMAN	Olfactory receptor 2B6	OR2B6	2: Evidence at transcript level	Swiss-Prot	26212	ENSG00000124657
P28222_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P28222	5HT1B_HUMAN	5-hydroxytryptamine receptor 1B	HTR1B	1: Evidence at protein level	Swiss-Prot	3351	ENSG00000135312
P36544_IPR006202	IPR006202	Neurotransmitter-gated ion-channel ligand-binding	Neur_chan_lig-bd	Domain	Ion Channel	P36544	ACHA7_HUMAN	Neuronal acetylcholine receptor subunit alpha-7	CHRNA7	1: Evidence at protein level	Swiss-Prot	1139	ENSG00000175344
Q8TE77_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	Q8TE77	SSH3_HUMAN	Protein phosphatase Slingshot homolog 3	SSH3	1: Evidence at protein level	Swiss-Prot	54961	ENSG00000172830
Q13822_IPR001604	IPR001604	DNA/RNA non-specific endonuclease	DNA/RNA_non-sp_Endonuclease	Domain	N/A	Q13822	ENPP2_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	ENPP2	1: Evidence at protein level	Swiss-Prot	5168	ENSG00000136960
P18433_IPR000387	IPR000387	Protein-tyrosine/Dual-specificity phosphatase	Tyr/Dual-specificity_Pase	Domain	Protein Phosphatase	P18433	PTPRA_HUMAN	Receptor-type tyrosine-protein phosphatase alpha	PTPRA	1: Evidence at protein level	Swiss-Prot	5786	ENSG00000132670
Q8NGP4_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGP4	OR5M3_HUMAN	Olfactory receptor 5M3	OR5M3	2: Evidence at transcript level	Swiss-Prot	219482	ENSG00000174937
Q9NRR2_IPR001254	IPR001254	Peptidase S1/S6, chymotrypsin/Hap	Peptidase_S1_S6	Domain	Protease	Q9NRR2	TRYG1_HUMAN	Tryptase gamma light chain	TPSG1	2: Evidence at transcript level	Swiss-Prot	25823	ENSG00000116176
O95470_IPR002129	IPR002129	Pyridoxal phosphate-dependent decarboxylase	PyrdxlP-dep_de-COase	Family	N/A	O95470	SGPL1_HUMAN	Sphingosine-1-phosphate lyase 1	SGPL1	1: Evidence at protein level	Swiss-Prot	8879	ENSG00000166224
P05091_IPR015590	IPR015590	Aldehyde dehydrogenase domain	Aldehyde_DH_dom	Domain	N/A	P05091	ALDH2_HUMAN	Aldehyde dehydrogenase, mitochondrial	ALDH2	1: Evidence at protein level	Swiss-Prot	217	ENSG00000111275
P51511_IPR006026	IPR006026	Peptidase, metallopeptidase	Peptidase_Metallo	Domain	Protease	P51511	MMP15_HUMAN	Matrix metalloproteinase-15	MMP15	1: Evidence at protein level	Swiss-Prot	4324	ENSG00000102996
Q8N0W4_IPR002018	IPR002018	Carboxylesterase, type B	CarbesteraseB	Domain	N/A	Q8N0W4	NLGNX_HUMAN	Neuroligin-4, X-linked	NLGN4X	1: Evidence at protein level	Swiss-Prot	57502	ENSG00000146938
Q9P296_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q9P296	C5ARL_HUMAN	C5a anaphylatoxin chemotactic receptor C5L2	GPR77	2: Evidence at transcript level	Swiss-Prot	27202	ENSG00000134830
Q8N162_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8N162	OR8H2_HUMAN	Olfactory receptor 8H2	OR8H2	2: Evidence at transcript level	Swiss-Prot	390151	ENSG00000181767
Q9BY07_IPR003024	IPR003024	Sodium bicarbonate cotransporter	Na/HCO3_transpt	Family	Transporter 	Q9BY07	S4A5_HUMAN	Electrogenic sodium bicarbonate cotransporter 4	SLC4A5	2: Evidence at transcript level	Swiss-Prot	57835	ENSG00000188687
Q14914_IPR002085	IPR002085	Alcohol dehydrogenase superfamily, zinc-type	ADH_SF_Zn-type	Family	N/A	Q14914	PTGR1_HUMAN	Prostaglandin reductase 1	PTGR1	1: Evidence at protein level	Swiss-Prot	22949	ENSG00000106853
Q8NEX9_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	Q8NEX9	DR9C7_HUMAN	Short-chain dehydrogenase/reductase family 9C member 7	SDR9C7	2: Evidence at transcript level	Swiss-Prot	121214	ENSG00000170426
Q08828_IPR001054	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	A/G_cyclase	Domain	N/A	Q08828	ADCY1_HUMAN	Adenylate cyclase type 1	ADCY1	1: Evidence at protein level	Swiss-Prot	107	ENSG00000164742
P19784_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P19784	CSK22_HUMAN	Casein kinase II subunit alpha'	CSNK2A2	1: Evidence at protein level	Swiss-Prot	1459	ENSG00000070770
P56730_IPR001190	IPR001190	Speract/scavenger receptor	Srcr_rcpt	Domain	N/A	P56730	NETR_HUMAN	Neurotrypsin	PRSS12	2: Evidence at transcript level	Swiss-Prot	8492	ENSG00000164099
P08588_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P08588	ADRB1_HUMAN	Beta-1 adrenergic receptor	ADRB1	1: Evidence at protein level	Swiss-Prot	153	ENSG00000043591
P51956_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	P51956	NEK3_HUMAN	Serine/threonine-protein kinase Nek3	NEK3	1: Evidence at protein level	Swiss-Prot	4752	ENSG00000136098
Q8NGY6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGY6	OR6N2_HUMAN	Olfactory receptor 6N2	OR6N2	1: Evidence at protein level	Swiss-Prot	81442	ENSG00000188340
P55085_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P55085	PAR2_HUMAN	Proteinase-activated receptor 2, alternate cleaved 1	F2RL1	1: Evidence at protein level	Swiss-Prot	2150	ENSG00000164251
Q9BTY2_IPR000933	IPR000933	Glycoside hydrolase, family 29	Glyco_hydro_29	Family	N/A	Q9BTY2	FUCO2_HUMAN	Plasma alpha-L-fucosidase	FUCA2	1: Evidence at protein level	Swiss-Prot	2519	ENSG00000001036
P11387_IPR001631	IPR001631	DNA topoisomerase I	TopoI	Family	N/A	P11387	TOP1_HUMAN	DNA topoisomerase 1	TOP1	1: Evidence at protein level	Swiss-Prot	7150	ENSG00000198900
Q8NGN6_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	Q8NGN6	O10G7_HUMAN	Olfactory receptor 10G7	OR10G7	2: Evidence at transcript level	Swiss-Prot	390265	ENSG00000182634
P47901_IPR000276	IPR000276	GPCR, rhodopsin-like, 7TM	7TM_GPCR_Rhodpsn	Family	G Protein Coupled Receptor	P47901	V1BR_HUMAN	Vasopressin V1b receptor	AVPR1B	2: Evidence at transcript level	Swiss-Prot	553	ENSG00000198049
Q96T83_IPR006153	IPR006153	Cation/H+ exchanger	Cation/H_exchanger	Domain	Exchanger	Q96T83	SL9A7_HUMAN	Sodium/hydrogen exchanger 7	SLC9A7	1: Evidence at protein level	Swiss-Prot	84679	ENSG00000065923
Q9Y5S2_IPR002290	IPR002290	Serine/threonine- / dual-specificity protein kinase, catalytic  domain	Ser/Thr_dual-sp_kinase_dom	Domain	Kinase	Q9Y5S2	MRCKB_HUMAN	Serine/threonine-protein kinase MRCK beta	CDC42BPB	1: Evidence at protein level	Swiss-Prot	9578	ENSG00000198752
P51841_IPR001245	IPR001245	Serine-threonine/tyrosine-protein kinase catalytic domain	Ser-Thr/Tyr_kinase_cat_dom	Domain	Kinase	P51841	GUC2F_HUMAN	Retinal guanylyl cyclase 2	GUCY2F	2: Evidence at transcript level	Swiss-Prot	2986	ENSG00000101890
Q13268_IPR002198	IPR002198	Short-chain dehydrogenase/reductase SDR	DH_sc/Rdtase_SDR	Family	Short Chain Dehydrogenase/Reductase	Q13268	DHRS2_HUMAN	Dehydrogenase/reductase SDR family member 2	DHRS2	1: Evidence at protein level	Swiss-Prot	10202	ENSG00000100867
C9JRZ8_IPR001395	IPR001395	Aldo/keto reductase	Aldo/ket_red	Family	N/A	C9JRZ8	AK1BF_HUMAN	Aldo-keto reductase family 1 member B15	AKR1B15	2: Evidence at transcript level	Swiss-Prot	441282	ENSG00000227471
Q9ULK0_IPR001320	IPR001320	Ionotropic glutamate receptor	Iontro_glu_rcpt	Domain	N/A	Q9ULK0	GRID1_HUMAN	Glutamate receptor delta-1 subunit	GRID1	2: Evidence at transcript level	Swiss-Prot	2894	ENSG00000182771
