gene_stable_id	display_id	description	HumanReadableName
ENSG00000180715	N/A	N/A	RussLampel
ENSG00000103257	SLC7A5	Large neutral amino acids transporter small subunit 1 (L-type amino acid transporter 1) (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (hLAT1). [Source:Uniprot/SWISSPROT;Acc:Q01650]	RussLampel
ENSG00000188991	N/A	N/A	RussLampel
ENSG00000065534	MYLK	Myosin light chain kinase, smooth muscle and non-muscle isozymes (EC 2.7.1.117) (MLCK) [Contains: Telokin (Kinase related protein) (KRP)]. [Source:Uniprot/SWISSPROT;Acc:Q15746]	RussLampel
ENSG00000198822	GRM3	Metabotropic glutamate receptor 3 precursor (mGluR3). [Source:Uniprot/SWISSPROT;Acc:Q14832]	RussLampel
ENSG00000135250	SRPK2	SFRS protein kinase 2 isoform b [Source:RefSeq_peptide;Acc:NP_872633]	RussLampel
ENSG00000196135	N/A	N/A	RussLampel
ENSG00000172938	MRGPRD	Mas-related G-protein coupled receptor member D (Beta-alanine receptor) (G-protein coupled receptor TGR7). [Source:Uniprot/SWISSPROT;Acc:Q8TDS7]	RussLampel
ENSG00000184451	CCR10	C-C chemokine receptor type 10 (C-C CKR-10) (CC-CKR-10) (CCR-10) (G- protein coupled receptor 2). [Source:Uniprot/SWISSPROT;Acc:P46092]	RussLampel
ENSG00000172940	SLC22A13	organic cation transporter like 3 [Source:RefSeq_peptide;Acc:NP_004247]	RussLampel
ENSG00000146828	SLC12A9	solute carrier family 12 (potassium/chloride transporters), member 9 [Source:RefSeq_peptide;Acc:NP_064631]	RussLampel
ENSG00000181837	Q8NGL5_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NGL5]	RussLampel
ENSG00000116157	GPX7	Glutathione peroxidase 7 precursor (EC 1.11.1.9) (CL683). [Source:Uniprot/SWISSPROT;Acc:Q96SL4]	RussLampel
ENSG00000131375	CAPN7	Calpain-7 (EC 3.4.22.-) (PalB homolog) (PalBH). [Source:Uniprot/SWISSPROT;Acc:Q9Y6W3]	RussLampel
ENSG00000162510	MATN1	Cartilage matrix protein precursor (Matrilin-1). [Source:Uniprot/SWISSPROT;Acc:P21941]	RussLampel
ENSG00000115514	TXNDC9	Thioredoxin domain containing protein 9 (Protein 1-4) (ATP binding protein associated with cell differentiation). [Source:Uniprot/SWISSPROT;Acc:O14530]	RussLampel
ENSG00000152332	UHMK1	Serine/threonine-protein kinase Kist (EC 2.7.1.37) (Kinase interacting with stathmin) (U2AF homology motif kinase 1). [Source:Uniprot/SWISSPROT;Acc:Q8TAS1]	RussLampel
ENSG00000163394	CCKAR	Cholecystokinin type A receptor (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R). [Source:Uniprot/SWISSPROT;Acc:P32238]	RussLampel
ENSG00000035664	DAPK2_HUMAN	Death-associated protein kinase 2 (EC 2.7.1.37) (DAP kinase 2) (DAP- kinase related protein 1) (DRP-1). [Source:Uniprot/SWISSPROT;Acc:Q9UIK4]	RussLampel
ENSG00000170190	SLC16A5	Monocarboxylate transporter 6 (MCT 6) (MCT 5). [Source:Uniprot/SWISSPROT;Acc:O15375]	RussLampel
ENSG00000156709	PDCD8	Programmed cell death protein 8, mitochondrial precursor (EC 1.-.-.-) (Apoptosis-inducing factor). [Source:Uniprot/SWISSPROT;Acc:O95831]	RussLampel
ENSG00000091664	SLC17A6	differentiation-associated Na-dependent inorganic phosphate cotr [Source:RefSeq_peptide;Acc:NP_065079]	RussLampel
ENSG00000080644	CHRNA3	Neuronal acetylcholine receptor protein, alpha-3 subunit precursor. [Source:Uniprot/SWISSPROT;Acc:P32297]	RussLampel
ENSG00000105675	ATP4A	Potassium-transporting ATPase alpha chain 1 (EC 3.6.3.10) (Proton pump) (Gastric H+/K+ ATPase alpha subunit). [Source:Uniprot/SWISSPROT;Acc:P20648]	RussLampel
ENSG00000181656	GPR88	Probable G-protein coupled receptor 88 (Striatum-specific G-protein coupled receptor). [Source:Uniprot/SWISSPROT;Acc:Q9GZN0]	RussLampel
ENSG00000113504	SLC12A7	Solute carrier family 12, member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4). [Source:Uniprot/SWISSPROT;Acc:Q9Y666]	RussLampel
ENSG00000107779	BMPR1A	Bone morphogenetic protein receptor type IA precursor (EC 2.7.1.37) (Serine/threonine-protein kinase receptor R5) (SKR5) (Activin receptor-like kinase 3) (ALK-3). [Source:Uniprot/SWISSPROT;Acc:P36894]	RussLampel
ENSG00000138078	PREPL	prolyl endopeptidase-like [Source:RefSeq_peptide;Acc:NP_006027]	RussLampel
ENSG00000154646	PRSS7	Enteropeptidase precursor (EC 3.4.21.9) (Enterokinase). [Source:Uniprot/SWISSPROT;Acc:P98073]	RussLampel
ENSG00000164362	TERT	Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit) (HEST2) (Telomerase-associated protein 2) (TP2). [Source:Uniprot/SWISSPROT;Acc:O14746]	RussLampel
ENSG00000096171	VARS2	Valyl-tRNA synthetase 2 (EC 6.1.1.9) (Valine--tRNA ligase 2) (ValRS 2) (G7a). [Source:Uniprot/SWISSPROT;Acc:P26640]	RussLampel
ENSG00000142789	ELA3A	Elastase IIIA precursor (EC 3.4.21.70) (Protease E). [Source:Uniprot/SWISSPROT;Acc:P09093]	RussLampel
ENSG00000126266	GPR40	Putative G-protein coupled receptor 40. [Source:Uniprot/SWISSPROT;Acc:O14842]	RussLampel
ENSG00000129465	RIPK3	Receptor-interacting serine/threonine-protein kinase 3 (EC 2.7.1.37) (RIP-like protein kinase 3) (Receptor-interacting protein 3) (RIP-3). [Source:Uniprot/SWISSPROT;Acc:Q9Y572]	RussLampel
ENSG00000104888	SLC17A7	solute carrier family 17, member 7 [Source:RefSeq_peptide;Acc:NP_064705]	RussLampel
ENSG00000198615	OR4FE_HUMAN	Olfactory receptor 4F14. [Source:Uniprot/SWISSPROT;Acc:Q8NGB7]	RussLampel
ENSG00000177675	NP_777601.2	scavenger receptor cysteine-rich type 1 protein M160 precursor [Source:RefSeq_peptide;Acc:NP_777601]	RussLampel
ENSG00000100288	CPT1B	Carnitine O-palmitoyltransferase I, mitochondrial muscle isoform (EC 2.3.1.21) (CPT I) (CPTI-M) (Carnitine palmitoyltransferase 1B) (Carnitine palmitoyltransferase I-like protein). [Source:Uniprot/SWISSPROT;Acc:Q92523]	RussLampel
ENSG00000080618	CPB2	Carboxypeptidase B2 precursor (EC 3.4.17.20) (Carboxypeptidase U) (Thrombin-activatable fibrinolysis inhibitor) (TAFI) (Plasma carboxypeptidase B) (pCPB). [Source:Uniprot/SWISSPROT;Acc:Q96IY4]	RussLampel
ENSG00000112079	STK38	Serine/threonine-protein kinase 38 (EC 2.7.1.37) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1). [Source:Uniprot/SWISSPROT;Acc:Q15208]	RussLampel
ENSG00000016602	CLCA4	calcium activated chloride channel 4 [Source:RefSeq_peptide;Acc:NP_036260]	RussLampel
ENSG00000104951	IL4I1	Interleukin-4 induced protein 1 precursor (Fig-1 protein) (hFIG1). [Source:Uniprot/SWISSPROT;Acc:Q96RQ9]	RussLampel
ENSG00000149451	ADAM33	ADAM 33 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase domain 33). [Source:Uniprot/SWISSPROT;Acc:Q9BZ11]	RussLampel
ENSG00000176198	OR11H4	Olfactory receptor 11H4. [Source:Uniprot/SWISSPROT;Acc:Q8NGC9]	RussLampel
ENSG00000140798	ABCC12	ATP-binding cassette, sub-family C, member 12 isoform b [Source:RefSeq_peptide;Acc:NP_660189]	RussLampel
ENSG00000164879	CA3	Carbonic anhydrase III (EC 4.2.1.1) (Carbonate dehydratase III) (CA- III). [Source:Uniprot/SWISSPROT;Acc:P07451]	RussLampel
ENSG00000176879	OR51G1	Olfactory receptor 51G1. [Source:Uniprot/SWISSPROT;Acc:Q8NGK1]	RussLampel
ENSG00000166762	CATSPER2	sperm-associated cation channel 2 isoform 3 [Source:RefSeq_peptide;Acc:NP_742094]	RussLampel
ENSG00000171561	NP_001005285.1	olfactory receptor, family 2, subfamily AT, member 4 [Source:RefSeq_peptide;Acc:NP_001005285]	RussLampel
ENSG00000169860	P2RY1	P2Y purinoceptor 1 (ATP receptor) (P2Y1) (Purinergic receptor). [Source:Uniprot/SWISSPROT;Acc:P47900]	RussLampel
ENSG00000181856	SLC2A4	Solute carrier family 2, facilitated glucose transporter, member 4 (Glucose transporter type 4, insulin-responsive). [Source:Uniprot/SWISSPROT;Acc:P14672]	RussLampel
ENSG00000111199	TRPV4	Transient receptor potential cation channel subfamily V member 4 (TrpV4) (osm-9-like TRP channel 4) (OTRPC4) (Vanilloid receptor-like channel 2) (Vanilloid receptor-like protein 2) (VRL-2) (Vanilloid receptor-related osmotically activated channel) (VR-OAC	RussLampel
ENSG00000103064	SLC7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6 [Source:RefSeq_peptide;Acc:NP_003974]	RussLampel
ENSG00000183506	NP_954977.2	N/A	RussLampel
ENSG00000171147	NP_001001317.1	trypsin X3 [Source:RefSeq_peptide;Acc:NP_001001317]	RussLampel
ENSG00000168679	SLC16A4	Monocarboxylate transporter 5 (MCT 5) (MCT 4). [Source:Uniprot/SWISSPROT;Acc:O15374]	RussLampel
ENSG00000168830	HTR1E	5-hydroxytryptamine 1E receptor (5-HT-1E) (Serotonin receptor 1E) (5- HT1E) (S31). [Source:Uniprot/SWISSPROT;Acc:P28566]	RussLampel
ENSG00000101162	TUBB1	Tubulin beta-1 chain. [Source:Uniprot/SWISSPROT;Acc:Q9H4B7]	RussLampel
ENSG00000142002	DPP9	Dipeptidyl peptidase 9 (EC 3.4.14.5) (Dipeptidyl peptidase IX) (DP9) (Dipeptidyl peptidase-like protein 9) (DPLP9) (Dipeptidyl peptidase IV-related protein 2) (DPRP-2). [Source:Uniprot/SWISSPROT;Acc:Q86TI2]	RussLampel
ENSG00000130943	PKDREJ	Polycystic kidney disease and receptor for egg jelly related protein precursor (PKD and REJ homolog). [Source:Uniprot/SWISSPROT;Acc:Q9NTG1]	RussLampel
ENSG00000148200	NR6A1	Orphan nuclear receptor NR6A1 (Germ cell nuclear factor) (GCNF) (Retinoid receptor-related testis specific receptor) (RTR). [Source:Uniprot/SWISSPROT;Acc:Q15406]	RussLampel
ENSG00000168263	KCNV2	Potassium voltage-gated channel subfamily V member 2 (Voltage-gated potassium channel subunit Kv8.2). [Source:Uniprot/SWISSPROT;Acc:Q8TDN2]	RussLampel
ENSG00000197328	N/A	N/A	RussLampel
ENSG00000132031	MATN3	Matrilin-3 precursor. [Source:Uniprot/SWISSPROT;Acc:O15232]	RussLampel
ENSG00000170786	NP_620419.2	epidermal retinal dehydrogenase 2 [Source:RefSeq_peptide;Acc:NP_620419]	RussLampel
ENSG00000196411	EPHB4	Ephrin type-B receptor 4 precursor (EC 2.7.1.112) (Tyrosine-protein kinase receptor HTK). [Source:Uniprot/SWISSPROT;Acc:P54760]	RussLampel
ENSG00000106580	XP_496917.1	PREDICTED: similar to aldo-keto reductase family 1, member B10; aldose reductase-like 1; aldo-keto reductase family 1, member B11 (aldose reductase-like); aldose reductase-like peptide; aldose reductase-related protein; small intestine reductase ... [Sour	RussLampel
ENSG00000113749	HRH2	Histamine H2 receptor (H2R) (Gastric receptor I). [Source:Uniprot/SWISSPROT;Acc:P25021]	RussLampel
ENSG00000120329	SLC25A2	Mitochondrial ornithine transporter 2 (Solute carrier family 25, member 2). [Source:Uniprot/SWISSPROT;Acc:Q9BXI2]	RussLampel
ENSG00000110881	ACCN2	Amiloride-sensitive cation channel 2, neuronal (Brain sodium channel 2) (BNaC2). [Source:Uniprot/SWISSPROT;Acc:P78348]	RussLampel
ENSG00000160439	RDH13	Retinol dehydrogenase 13 (EC 1.1.1.-). [Source:Uniprot/SWISSPROT;Acc:Q8NBN7]	RussLampel
ENSG00000156886	ITGAD	Integrin alpha-D precursor (Leukointegrin alpha D) (CD11d) (ADB2). [Source:Uniprot/SWISSPROT;Acc:Q13349]	RussLampel
ENSG00000167258	CD2L7_HUMAN	Cell division cycle 2-related protein kinase 7 (EC 2.7.1.37) (CDC2- related protein kinase 7) (CrkRS). [Source:Uniprot/SWISSPROT;Acc:Q9NYV4]	RussLampel
ENSG00000185900	NP_115613.1	N/A	RussLampel
ENSG00000135446	CDK4	Cell division protein kinase 4 (EC 2.7.1.37) (Cyclin-dependent kinase 4) (PSK-J3). [Source:Uniprot/SWISSPROT;Acc:P11802]	RussLampel
ENSG00000163482	STK36	serine/threonine kinase 36 (fused homolog, Drosophila) [Source:RefSeq_peptide;Acc:NP_056505]	RussLampel
ENSG00000196778	OR52K1	Olfactory receptor 52K1. [Source:Uniprot/SWISSPROT;Acc:Q8NGK4]	RussLampel
ENSG00000042980	ADAM28	ADAM 28 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase domain 28) (Metalloproteinase-like, disintegrin-like, and cysteine- rich protein-L) (MDC-L) (eMDC II) (ADAM23). [Source:Uniprot/SWISSPROT;Acc:Q9UKQ2]	RussLampel
ENSG00000072518	MARK2_HUMAN	Serine/threonine-protein kinase MARK2 (EC 2.7.1.37) (MAP/microtubule affinity-regulating kinase 2) (ELKL motif kinase) (EMK1) (PAR1 homolog). [Source:Uniprot/SWISSPROT;Acc:Q7KZI7]	RussLampel
ENSG00000184140	OR4F6	Olfactory receptor 4F6. [Source:Uniprot/SWISSPROT;Acc:Q8NGB9]	RussLampel
ENSG00000005961	ITGA2B	Integrin alpha-IIb precursor (Platelet membrane glycoprotein IIb) (GPalpha IIb) (GPIIb) (CD41 antigen). [Source:Uniprot/SWISSPROT;Acc:P08514]	RussLampel
ENSG00000185888	NP_898885.1	marapsin 2 [Source:RefSeq_peptide;Acc:NP_898885]	RussLampel
ENSG00000172828	NP_079198.2	esterase 31 [Source:RefSeq_peptide;Acc:NP_079198]	RussLampel
ENSG00000064933	PMS1	PMS1 protein homolog 1 (DNA mismatch repair protein PMS1). [Source:Uniprot/SWISSPROT;Acc:P54277]	RussLampel
ENSG00000130948	HSD17B3	Estradiol 17-beta-dehydrogenase 3 (EC 1.1.1.62) (17-beta-HSD 3) (Testicular 17-beta-hydroxysteroid dehydrogenase). [Source:Uniprot/SWISSPROT;Acc:P37058]	RussLampel
ENSG00000196549	MME	Neprilysin (EC 3.4.24.11) (Neutral endopeptidase) (NEP) (Enkephalinase) (Common acute lymphocytic leukemia antigen) (CALLA) (Neutral endopeptidase 24.11) (CD10). [Source:Uniprot/SWISSPROT;Acc:P08473]	RussLampel
ENSG00000126562	WNK4_HUMAN	Serine/threonine-protein kinase WNK4 (EC 2.7.1.37) (Protein kinase with no lysine 4) (Protein kinase, lysine-deficient 4). [Source:Uniprot/SWISSPROT;Acc:Q96J92]	RussLampel
ENSG00000121053	EPX	Eosinophil peroxidase precursor (EC 1.11.1.7) (EPO). [Source:Uniprot/SWISSPROT;Acc:P11678]	RussLampel
ENSG00000171094	ALK	ALK tyrosine kinase receptor precursor (EC 2.7.1.112) (Anaplastic lymphoma kinase) (CD246 antigen). [Source:Uniprot/SWISSPROT;Acc:Q9UM73]	RussLampel
ENSG00000189181	NP_001004734.1	olfactory receptor, family 5, subfamily BU, member 1 [Source:RefSeq_peptide;Acc:NP_001004734]	RussLampel
ENSG00000160326	SLC2A6	Solute carrier family 2, facilitated glucose transporter, member 6 (Glucose transporter type 6) (Glucose transporter type 9). [Source:Uniprot/SWISSPROT;Acc:Q9UGQ3]	RussLampel
ENSG00000174417	TRHR	Thyrotropin-releasing hormone receptor (TRH-R) (Thyroliberin receptor). [Source:Uniprot/SWISSPROT;Acc:P34981]	RussLampel
ENSG00000149131	SERPING1	Plasma protease C1 inhibitor precursor (C1 Inh) (C1Inh). [Source:Uniprot/SWISSPROT;Acc:P05155]	RussLampel
ENSG00000110448	CD5	T-cell surface glycoprotein CD5 precursor (Lymphocyte glycoprotein T1/Leu-1) (Lymphocyte antigen CD5). [Source:Uniprot/SWISSPROT;Acc:P06127]	RussLampel
ENSG00000186445	OR11H13P	olfactory receptor, family 11, subfamily H, member 1 [Source:RefSeq_peptide;Acc:NP_001005239]	RussLampel
ENSG00000141639	MAPK4	Mitogen-activated protein kinase 4 (EC 2.7.1.37) (Extracellular signal-regulated kinase 4) (ERK-4) (MAP kinase isoform p63) (p63- MAPK). [Source:Uniprot/SWISSPROT;Acc:P31152]	RussLampel
ENSG00000198183	PLUNC	Protein Plunc precursor (Palate lung and nasal epithelium clone protein) (Lung specific X protein) (Nasopharyngeal carcinoma-related protein) (Tracheal epithelium enriched protein) (Secretory protein in upper respiratory tracts) (Von Ebner protein Hl). [S	RussLampel
ENSG00000186094	NP_116174.1	N/A	RussLampel
ENSG00000177400	Q8NH45_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NH45]	RussLampel
ENSG00000160190	SLC37A1	Glycerol-3-phosphate transporter (G-3-P transporter) (G-3-P permease) (Solute carrier family 37, member 1). [Source:Uniprot/SWISSPROT;Acc:P57057]	RussLampel
ENSG00000185439	N/A	N/A	RussLampel
ENSG00000139921	TXNDC	Thioredoxin domain containing protein 1 precursor (Transmembrane Trx- related protein) (Thioredoxin-related transmembrane protein). [Source:Uniprot/SWISSPROT;Acc:Q9H3N1]	RussLampel
ENSG00000196171	OR6K2	Olfactory receptor 6K2. [Source:Uniprot/SWISSPROT;Acc:Q8NGY2]	RussLampel
ENSG00000099377	HSD3B7	3 beta-hydroxysteroid dehydrogenase type VII (3Beta-HSD VII) (3-beta- hydroxy-delta(5)-C27 steroid oxidoreductase) (EC 1.1.1.-) (C(27) 3beta-HSD). [Source:Uniprot/SWISSPROT;Acc:Q9H2F3]	RussLampel
ENSG00000186117	OR5L1	Olfactory receptor 5L1 (OST262). [Source:Uniprot/SWISSPROT;Acc:Q8NGL2]	RussLampel
ENSG00000076351	NP_542400.2	N/A	RussLampel
ENSG00000185760	KCNQ5	Potassium voltage-gated channel subfamily KQT member 5 (Voltage-gated potassium channel subunit Kv7.5) (Potassium channel alpha subunit KvLQT5) (KQT-like 5). [Source:Uniprot/SWISSPROT;Acc:Q9NR82]	RussLampel
ENSG00000184235	N/A	N/A	RussLampel
ENSG00000063127	SLC6A16	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 (Solute carrier family 6 member 16). [Source:Uniprot/SWISSPROT;Acc:Q9GZN6]	RussLampel
ENSG00000186119	OR5D18	Olfactory receptor 5D18. [Source:Uniprot/SWISSPROT;Acc:Q8NGL1]	RussLampel
ENSG00000176584	Q6ZRH2_HUMAN	N/A	RussLampel
ENSG00000115705	TPO	Thyroid peroxidase precursor (EC 1.11.1.8) (TPO). [Source:Uniprot/SWISSPROT;Acc:P07202]	RussLampel
ENSG00000171551	ECEL1	Endothelin-converting enzyme-like 1 (EC 3.4.24.-) (Xce protein). [Source:Uniprot/SWISSPROT;Acc:O95672]	RussLampel
ENSG00000198280	O00549_HUMAN	N/A	RussLampel
ENSG00000127780	OR1E2	Olfactory receptor 1E2 (Olfactory receptor 17-93/17-135/17-136) (OR17- 93) (OR17-135) (OR17-136). [Source:Uniprot/SWISSPROT;Acc:P47887]	RussLampel
ENSG00000119899	SLC17A5	Sialin (Solute carrier family 17 member 5) (Sodium/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59). [Source:Uniprot/SWISSPROT;Acc:Q9NRA2]	RussLampel
ENSG00000133511	PIK4CA	Phosphatidylinositol 4-kinase alpha (EC 2.7.1.67) (PI4-kinase) (PtdIns-4-kinase) (PI4K-alpha). [Source:Uniprot/SWISSPROT;Acc:P42356]	RussLampel
ENSG00000163399	ATP1A1	Sodium/potassium-transporting ATPase alpha-1 chain precursor (EC 3.6.3.9) (Sodium pump 1) (Na+/K+ ATPase 1). [Source:Uniprot/SWISSPROT;Acc:P05023]	RussLampel
ENSG00000065485	PDIA5	Protein disulfide-isomerase A5 precursor (EC 5.3.4.1) (Protein disulfide isomerase-related protein). [Source:Uniprot/SWISSPROT;Acc:Q14554]	RussLampel
ENSG00000118514	ALDH8A1	aldehyde dehydrogenase 8A1 isoform 1 [Source:RefSeq_peptide;Acc:NP_072090]	RussLampel
ENSG00000148384	INPP5E	72 kDa inositol polyphosphate 5-phosphatase (EC 3.1.3.36) (Phosphatidylinositol-4,5-bisphosphate 5-phosphatase) (Phosphatidylinositol polyphosphate 5-phosphatase type IV). [Source:Uniprot/SWISSPROT;Acc:Q9NRR6]	RussLampel
ENSG00000179587	OR2H5P	Olfactory receptor 2H7 (OLFR42B-9079.6) (Fragment). [Source:Uniprot/SWISSPROT;Acc:O43628]	RussLampel
ENSG00000178568	ERBB4	Receptor tyrosine-protein kinase erbB-4 precursor (EC 2.7.1.112) (p180erbB4) (Tyrosine kinase-type cell surface receptor HER4). [Source:Uniprot/SWISSPROT;Acc:Q15303]	RussLampel
ENSG00000174837	EMR1	EGF-like module containing mucin-like hormone receptor-like 1 precursor (Cell surface glycoprotein EMR1) (EMR1 hormone receptor). [Source:Uniprot/SWISSPROT;Acc:Q14246]	RussLampel
ENSG00000187830	N/A	N/A	RussLampel
ENSG00000157103	SLC6A1	Sodium- and chloride-dependent GABA transporter 1. [Source:Uniprot/SWISSPROT;Acc:P30531]	RussLampel
ENSG00000112541	PDE10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A (EC 3.1.4.17). [Source:Uniprot/SWISSPROT;Acc:Q9Y233]	RussLampel
ENSG00000198582	N/A	N/A	RussLampel
ENSG00000168619	ADAM18	ADAM 18 precursor (A disintegrin and metalloproteinase domain 18) (Transmembrane metalloproteinase-like, disintegrin-like, and cysteine- rich protein III) (tMDC III). [Source:Uniprot/SWISSPROT;Acc:Q9Y3Q7]	RussLampel
ENSG00000165731	RET	Proto-oncogene tyrosine-protein kinase receptor ret precursor (EC 2.7.1.112) (C-ret). [Source:Uniprot/SWISSPROT;Acc:P07949]	RussLampel
ENSG00000135333	EPHA7	Ephrin type-A receptor 7 precursor (EC 2.7.1.112) (Tyrosine-protein kinase receptor EHK-3) (Eph homology kinase-3) (Receptor protein- tyrosine kinase HEK11). [Source:Uniprot/SWISSPROT;Acc:Q15375]	RussLampel
ENSG00000101958	GLRA2	Glycine receptor alpha-2 chain precursor. [Source:Uniprot/SWISSPROT;Acc:P23416]	RussLampel
ENSG00000108785	Q13034_HUMAN	17 beta-hydroxysteroid dehydrogenase. [Source:Uniprot/SPTREMBL;Acc:Q13034]	RussLampel
ENSG00000175509	ACROL_HUMAN	N/A	RussLampel
ENSG00000001036	FUCA2	Plasma alpha-L-fucosidase precursor (EC 3.2.1.51) (Alpha-L-fucosidase 2) (Alpha-L-fucoside fucohydrolase 2). [Source:Uniprot/SWISSPROT;Acc:Q9BTY2]	RussLampel
ENSG00000164251	F2RL1	Proteinase activated receptor 2 precursor (PAR-2) (Thrombin receptor- like 1) (Coagulation factor II receptor-like 1). [Source:Uniprot/SWISSPROT;Acc:P55085]	RussLampel
ENSG00000171873	ADRA1D	Alpha-1D adrenergic receptor (Alpha 1D-adrenoceptor) (Alpha 1D- adrenoreceptor) (Alpha-1A adrenergic receptor) (Alpha adrenergic receptor 1a). [Source:Uniprot/SWISSPROT;Acc:P25100]	RussLampel
ENSG00000169398	PTK2	Focal adhesion kinase 1 (EC 2.7.1.112) (FADK 1) (pp125FAK) (Protein- tyrosine kinase 2). [Source:Uniprot/SWISSPROT;Acc:Q05397]	RussLampel
ENSG00000060656	PTPRU	Receptor-type tyrosine-protein phosphatase U precursor (EC 3.1.3.48) (R-PTP-U) (Protein-tyrosine phosphatase J) (PTP-J) (Pancreatic carcinoma phosphatase 2) (PCP-2). [Source:Uniprot/SWISSPROT;Acc:Q92729]	RussLampel
ENSG00000161149	NP_659479.2	N/A	RussLampel
ENSG00000088882	CPXM	Potential carboxypeptidase X precursor (EC 3.4.17.-) (Metallocarboxypeptidase CPX-1). [Source:Uniprot/SWISSPROT;Acc:Q96SM3]	RussLampel
ENSG00000074966	TXK	Tyrosine-protein kinase TXK (EC 2.7.1.112). [Source:Uniprot/SWISSPROT;Acc:P42681]	RussLampel
ENSG00000059804	SLC2A3	Solute carrier family 2, facilitated glucose transporter, member 3 (Glucose transporter type 3, brain). [Source:Uniprot/SWISSPROT;Acc:P11169]	RussLampel
ENSG00000117009	KMO	kynurenine 3-monooxygenase [Source:RefSeq_peptide;Acc:NP_003670]	RussLampel
ENSG00000112293	GPLD1	Phosphatidylinositol-glycan-specific phospholipase D 1 precursor (EC 3.1.4.50) (PI-G PLD) (Glycoprotein phospholipase D) (Glycosyl- phosphatidylinositol specific phospholipase D). [Source:Uniprot/SWISSPROT;Acc:P80108]	RussLampel
ENSG00000183229	N/A	N/A	RussLampel
ENSG00000197310	N/A	N/A	RussLampel
ENSG00000007171	NOS2A	Nitric oxide synthase, inducible (EC 1.14.13.39) (NOS, type II) (Inducible NOS) (iNOS) (Hepatocyte NOS) (HEP-NOS). [Source:Uniprot/SWISSPROT;Acc:P35228]	RussLampel
ENSG00000184489	PTP4A3	protein tyrosine phosphatase type IVA, member 3 isoform 1 [Source:RefSeq_peptide;Acc:NP_116000]	RussLampel
ENSG00000112414	GPR126	Probable G-protein coupled receptor 126 precursor. [Source:Uniprot/SWISSPROT;Acc:Q86SQ4]	RussLampel
ENSG00000196703	OR8G2	Olfactory receptor 8G2 (Olfactory receptor TPCR120) (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q15614]	RussLampel
ENSG00000178336	Q8NHB0_HUMAN	Seven transmembrane helix receptor. [Source:Uniprot/SPTREMBL;Acc:Q8NHB0]	RussLampel
ENSG00000178834	Q8NCT2_HUMAN	CDC14C protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q8NCT2]	RussLampel
ENSG00000122375	OPN4	Opsin-4 (Melanopsin). [Source:Uniprot/SWISSPROT;Acc:Q9UHM6]	RussLampel
ENSG00000153291	SLC25A27	Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25, member 27). [Source:Uniprot/SWISSPROT;Acc:O95847]	RussLampel
ENSG00000120903	CHRNA2	Neuronal acetylcholine receptor protein, alpha-2 subunit precursor. [Source:Uniprot/SWISSPROT;Acc:Q15822]	RussLampel
ENSG00000030110	BAK1	Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2- like 7 protein). [Source:Uniprot/SWISSPROT;Acc:Q16611]	RussLampel
ENSG00000036473	OTC	Ornithine carbamoyltransferase, mitochondrial precursor (EC 2.1.3.3) (OTCase) (Ornithine transcarbamylase). [Source:Uniprot/SWISSPROT;Acc:P00480]	RussLampel
ENSG00000088926	F11	Coagulation factor XI precursor (EC 3.4.21.27) (Plasma thromboplastin antecedent) (PTA) (FXI). [Source:Uniprot/SWISSPROT;Acc:P03951]	RussLampel
ENSG00000197901	SLC22A6	solute carrier family 22 member 6 isoform b [Source:RefSeq_peptide;Acc:NP_695008]	RussLampel
ENSG00000176920	FUT2_HUMAN	Galactoside 2-alpha-L-fucosyltransferase 2 (EC 2.4.1.69) (GDP-L- fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (Alpha(1,2)FT 2) (Fucosyltransferase 2) (Secretor blood group alpha-2- fucosyltransferase) (Secretor factor) (Se) (SE2). [Source:Uni	RussLampel
ENSG00000174032	SLC25A30	solute carrier family 25, member 30 [Source:RefSeq_peptide;Acc:NP_001010875]	RussLampel
ENSG00000186268	O10D4_HUMAN	Olfactory receptor 10D4. [Source:Uniprot/SWISSPROT;Acc:Q8NGN7]	RussLampel
ENSG00000184950	N/A	N/A	RussLampel
